"","FID_1","modelLessVarsPredictedNoLabels"
"4436","NT/74135/17956","PGRS"
"4437","NT/76661/18806","PGRS"
"4438","NT/73204/17175","PGRS"
"4439","NT/72606/16524","PGRS"
"4440","NT/72092/15277","PGRS"
"4441","NT/72937/17129","PGRS"
"4442","NT/70017/18902","PGRS"
"4443","NT/73045/19885","PGRS"
"4444","NT/76970/19855","PGRS"
"4445","NT/70844/14723","PGRS"
"4446","NT/72604/16826","WBS"
"4447","NT/72721/16766","PGRS"
"4448","NT/76616/17930","PGRS"
"4449","NT/71037/18692","PGRS"
"4450","NT/72208/15903","PGRS"
"4451","NT/75668/18146","PGRS"
"4452","NT/79524/14802","PGRS"
"4453","NT/78884/17271","PGRS"
"4454","NT/71208/15530","PGRS"
"4455","NT/70931/17523","PGRS"
"4456","NT/77354/17512","PGRS"
"4457","NT/76747/18043","PGRS"
"4458","NT/71204/19633","SB"
"4459","NT/73484/18552","PGRS"
"4460","NT/74854/14601","PGRS"
"4461","NT/70012/18209","PGRS"
"4462","NT/70292/18524","WB"
"4463","NT/78352/19178","PGRS"
"4464","NT/70091/17458","PGRS"
"4465","NT/76471/28146","PGRS"
"4466","NT/73681/27681","PGRS"
"4467","NT/78823/26257","PGRS"
"4468","NT/79340/21219","PGRS"
"4469","NT/75480/25544","PGRS"
"4470","NT/79107/20107","PGRS"
"4471","NT/72736/25886","PGRS"
"4472","NT/71230/27214","WW"
"4473","NT/79852/27490","WW"
"4474","NT/78689/20745","PGRS"
"4475","NT/71885/28812","PGRS"
"4476","NT/70399/26549","PGRS"
"4477","NT/72734/28729","WW"
"4478","NT/77395/27275","PGRS"
"4479","NT/75805/25149","PGRS"
"4480","NT/76436/26122","WW"
"4481","NT/77103/26420","PGRS"
"4482","NT/70046/21753","PGRS"
"4483","NT/78539/26254","PGRS"
"4484","NT/72935/27925","WW"
"4485","NT/79089/24536","PGRS"
"4486","NT/78905/26009","PGRS"
"4487","NT/72682/26675","PGRS"
"4488","NT/78111/26164","PGRS"
"4489","NT/74296/26107","PGRS"
"4490","NT/75078/28098","WB"
"4491","NT/75369/28008","WBS"
"4492","NT/79761/22952","PGRS"
"4493","NT/78232/21022","PGRS"
"4494","NT/78268/26422","PGRS"
"4495","NT/78441/22602","WOSR"
"4496","NT/79114/22926","PGRS"
"4497","NT/78746/26419","PGRS"
"4498","NT/70526/26922","PGRS"
"4499","NT/78422/21755","PGRS"
"4500","NT/76429/26637","WBS"
"4501","NT/78121/29155","PGRS"
"4502","NT/70299/27914","PGRS"
"4503","NT/79152/28165","PGRS"
"4504","NT/75958/25465","PGRS"
"4505","NT/76373/25002","PC"
"4506","NT/72195/28539","SB"
"4507","NT/79133/22468","PGRS"
"4508","NT/78758/20572","PGRS"
"4509","NT/74894/25754","WBS"
"4510","NT/75466/25260","WBS"
"4511","NT/70100/27031","PGRS"
"4512","NT/71278/20728","PGRS"
"4513","NT/76471/28943","PGRS"
"4514","NT/76175/29810","PGRS"
"4515","NT/74507/27824","WW"
"4516","NT/76345/28326","PGRS"
"4517","NT/78239/27657","PGRS"
"4518","NT/77561/28580","PGRS"
"4519","NT/70509/21647","PGRS"
"4520","NT/70103/26551","SB"
"4521","NT/70150/27265","PGRS"
"4522","NT/79648/26203","PGRS"
"4523","NT/77887/27296","PGRS"
"4524","NT/74739/25556","PGRS"
"4525","NT/77553/27056","WW"
"4526","NT/76970/26708","PGRS"
"4527","NT/75452/29424","PGRS"
"4528","NT/77232/25123","PGRS"
"4529","NT/77280/26388","PGRS"
"4530","NT/72456/28819","WPOT"
"4531","NT/71130/28386","WPOT"
"4532","NT/72420/26427","SB"
"4533","NT/75811/29917","PGRS"
"4534","NT/75647/26885","SO"
"4535","NT/79668/21160","PGRS"
"4536","NT/79751/28595","PGRS"
"4537","NT/72907/27271","PGRS"
"4538","NT/75821/23155","PGRS"
"4539","NT/77693/28025","PGRS"
"4540","NT/73305/23185","PGRS"
"4541","NT/76279/25698","PGRS"
"4542","NT/74186/24482","WO"
"4543","NT/73257/21898","PGRS"
"4544","NT/79744/28040","PGRS"
"4545","NT/71466/28839","PGRS"
"4546","NT/70059/21981","PGRS"
"4547","NT/70905/22783","PGRS"
"4548","NT/73878/24204","WW"
"4549","NT/74733/27427","WW"
"4550","NT/74902/21683","PGRS"
"4551","NT/76239/22107","PGRS"
"4552","NT/75701/22270","PGRS"
"4553","NT/75555/22158","PGRS"
"4554","NT/78008/20625","PGRS"
"4555","NT/79959/29236","PGRS"
"4556","NT/79375/29880","PGRS"
"4557","NT/71326/25502","PGRS"
"4558","NT/72108/27585","WW"
"4559","NT/74073/22926","PGRS"
"4560","NT/71187/25575","WW"
"4561","NT/71436/21015","PGRS"
"4562","NT/71569/20439","PGRS"
"4563","NT/71162/20789","PGRS"
"4564","NT/78519/27192","PGRS"
"4565","NT/78876/27248","PGRS"
"4566","NT/76717/25749","SB"
"4567","NT/77421/25598","PGRS"
"4568","NT/72646/23287","WW"
"4569","NT/79334/27448","WW"
"4570","NT/73724/21524","SB"
"4571","NT/70448/21396","PGRS"
"4572","NT/73770/21035","SB"
"4573","NT/76104/24595","PGRS"
"4574","NT/72982/23221","PGRS"
"4575","NT/74415/24446","WW"
"4576","NT/78299/24213","PGRS"
"4577","NT/79031/25160","PGRS"
"4578","NT/70464/23086","SB"
"4579","NT/76491/25647","PGRS"
"4580","NT/72512/24902","WOSR"
"4581","NT/76039/23069","PGRS"
"4582","NT/72103/20630","PGRS"
"4583","NT/76422/20605","PGRS"
"4584","NT/79180/24886","WB"
"4585","NT/71690/20574","PGRS"
"4586","NT/70601/20898","SB"
"4587","NT/72685/20816","SB"
"4588","NT/79192/25654","PGRS"
"4589","NT/77639/20254","PGRS"
"4590","NT/73569/21124","PGRS"
"4591","NT/79219/25792","PGRS"
"4592","NT/70423/26266","PGRS"
"4593","NT/77541/20740","PGRS"
"4594","NT/77474/25123","PGRS"
"4595","NT/77822/20763","PGRS"
"4596","NT/70933/23430","PGRS"
"4597","NT/71776/20042","PGRS"
"4598","NT/70286/25772","PGRS"
"4599","NT/76053/26538","PGRS"
"4600","NT/77357/21406","PGRS"
"4601","NT/74106/21546","PGRS"
"4602","NT/76761/20360","PGRS"
"4603","NT/75206/23852","WB"
"4604","NT/76287/25533","PGRS"
"4605","NT/77242/20452","PGRS"
"4606","NT/72182/20017","PGRS"
"4607","NT/70766/29555","PGRS"
"4608","NT/76503/20076","PGRS"
"4609","NT/71002/20634","PGRS"
"4610","NT/70015/21872","PGRS"
"4611","NT/74512/23583","WB"
"4612","NT/72323/20568","PGRS"
"4613","NT/77556/25473","PC"
"4614","NT/71121/25832","WW"
"4615","NT/79311/22615","PGRS"
"4616","NT/70640/27476","PGRS"
"4617","NT/70688/28248","PGRS"
"4618","NT/78767/28751","WOSR"
"4619","NT/73138/21551","PGRS"
"4620","NT/73298/21437","PGRS"
"4621","NT/79719/25429","PGRS"
"4622","NT/78499/23155","WW"
"4623","NT/71705/26948","PGRS"
"4624","NT/79987/26720","PGRS"
"4625","NT/77625/26181","PGRS"
"4626","NT/78395/25501","PGRS"
"4627","NT/77019/26051","PGRS"
"4628","NT/77051/26375","PGRS"
"4629","NT/77875/26143","PGRS"
"4630","NT/77666/27363","PGRS"
"4631","NT/70503/26987","PGRS"
"4632","NT/79181/20575","PGRS"
"4633","NT/77779/27569","PGRS"
"4634","NT/78900/27873","PGRS"
"4635","NT/77430/26237","WW"
"4636","NT/79646/28782","SB"
"4637","NT/73506/26704","WOSR"
"4638","NT/73564/29920","WBS"
"4639","NT/79814/28954","PGRS"
"4640","NT/75532/29084","PGRS"
"4641","NT/79058/26189","PGRS"
"4642","NT/78011/28354","PGRS"
"4643","NT/71935/27061","PGRS"
"4644","NT/74325/28403","WB"
"4645","NT/72091/28896","WW"
"4646","NT/78739/27577","PGRS"
"4647","NT/71106/28768","WB"
"4648","NT/70333/27440","PGRS"
"4649","NT/77131/28412","PGRS"
"4650","NT/71635/21797","PGRS"
"4651","NT/77816/27900","PGRS"
"4652","NT/78588/28196","PGRS"
"4653","NT/77725/20383","PGRS"
"4654","NT/74869/28448","PGRS"
"4655","NT/78223/26826","PGRS"
"4656","NT/78106/25604","WB"
"4657","NT/71270/29129","WBS"
"4658","NT/77481/26070","PGRS"
"4659","NT/76228/27235","PGRS"
"4660","NT/75553/29854","PGRS"
"4661","NT/75772/25656","WBS"
"4662","NT/78194/20433","PGRS"
"4663","NT/79534/28302","PGRS"
"4664","NT/79094/29832","PGRS"
"4665","NT/77262/29955","WW"
"4666","NT/74847/25839","PGRS"
"4667","NT/75007/27265","WB"
"4668","NT/78079/20376","PGRS"
"4669","NT/78561/22821","PGRS"
"4670","NT/75147/29386","PGRS"
"4671","NT/71488/22171","WW"
"4672","NT/71713/28170","WOSR"
"4673","NT/79349/27980","PGRS"
"4674","NT/78600/26666","PGRS"
"4675","NT/78281/24668","PGRS"
"4676","NT/79750/28330","PGRS"
"4677","NT/79788/29632","PGRS"
"4678","NT/79662/29711","PGRS"
"4679","NT/75395/28656","PGRS"
"4680","NT/71412/20263","PGRS"
"4681","NT/73434/25941","PGRS"
"4682","NT/72460/25869","WOSR"
"4683","NT/76304/28516","SB"
"4684","NT/76075/23102","PGRS"
"4685","NT/76763/20808","PGRS"
"4686","NT/73914/27396","WPOT"
"4687","NT/78817/22874","PGRS"
"4688","NT/78208/24366","PGRS"
"4689","NT/76264/25013","SB"
"4690","NT/76023/25098","PGRS"
"4691","NT/74233/23383","PGRS"
"4692","NT/80002/27299","WOSR"
"4693","NT/76878/29684","PGRS"
"4694","NT/78913/25764","PGRS"
"4695","NT/72949/25686","WW"
"4696","NT/78443/24600","WW"
"4697","NT/71085/21175","PGRS"
"4698","NT/71343/21101","PGRS"
"4699","NT/74856/21274","PGRS"
"4700","NT/70650/29928","PGRS"
"4701","NT/75999/27535","PGRS"
"4702","NT/76198/24590","PGRS"
"4703","NT/73827/21740","PGRS"
"4704","NT/77461/25469","PGRS"
"4705","NT/76974/25242","WB"
"4706","NT/72748/20059","PGRS"
"4707","NT/78318/27323","PGRS"
"4708","NT/72618/20312","PGRS"
"4709","NT/77236/26514","PGRS"
"4710","NT/72561/24538","WBS"
"4711","NT/76201/21745","PGRS"
"4712","NT/79902/28425","SB"
"4713","NT/70664/26225","WB"
"4714","NT/78576/28629","PGRS"
"4715","NT/72373/20806","PGRS"
"4716","NT/71267/20298","PGRS"
"4717","NT/71116/20456","WW"
"4718","NT/72659/25186","WW"
"4719","NT/75099/25494","SB"
"4720","NT/73043/22991","WW"
"4721","NT/75109/28754","SB"
"4722","NT/73672/21383","SB"
"4723","NT/71125/22541","SB"
"4724","NT/71445/22999","PGRS"
"4725","NT/76027/25218","PGRS"
"4726","NT/72978/21331","PGRS"
"4727","NT/73924/23680","WO"
"4728","NT/76590/22409","PGRS"
"4729","NT/77246/21553","PGRS"
"4730","NT/73767/24829","WO"
"4731","NT/72713/22660","WW"
"4732","NT/77895/28493","PGRS"
"4733","NT/70778/25526","PGRS"
"4734","NT/71023/23027","PGRS"
"4735","NT/76715/26142","SB"
"4736","NT/76244/24810","PGRS"
"4737","NT/75406/23817","SB"
"4738","NT/75512/24332","PGRS"
"4739","NT/78957/22690","PGRS"
"4740","NT/78456/22475","PGRS"
"4741","NT/72152/21090","SB"
"4742","NT/71691/20256","PGRS"
"4743","NT/75861/25299","PGRS"
"4744","NT/73620/22193","PGRS"
"4745","NT/74991/22047","PGRS"
"4746","NT/77207/20642","PGRS"
"4747","NT/77880/20514","PGRS"
"4748","NT/70281/21855","WB"
"4749","NT/71285/23339","WW"
"4750","NT/77703/24718","WB"
"4751","NT/77926/25377","PGRS"
"4752","NT/76163/24704","PGRS"
"4753","NT/75236/23418","PGRS"
"4754","NT/74071/24716","PGRS"
"4755","NT/72805/22211","WW"
"4756","NT/77275/25315","PGRS"
"4757","NT/75561/25710","SB"
"4758","NT/71255/21104","WB"
"4759","NT/72585/26183","WB"
"4760","NT/71092/20119","SB"
"4761","NT/77744/25573","WW"
"4762","NT/77863/23720","PGRS"
"4763","NT/74857/29866","PGRS"
"4764","NT/77899/20961","WBS"
"4765","NT/75737/23884","WW"
"4766","NT/73141/20434","SB"
"4767","NT/75769/21749","PGRS"
"4768","NT/72912/23523","WO"
"4769","NT/76211/22785","PGRS"
"4770","NT/71770/20525","PGRS"
"4771","NT/76274/26349","PGRS"
"4772","NT/70043/20120","SB"
"4773","NT/75958/24445","SB"
"4774","NT/73075/22446","PGRS"
"4775","NT/77512/25469","PGRS"
"4776","NT/75325/25958","PGRS"
"4777","NT/77898/20037","PGRS"
"4778","NT/79659/29958","PGRS"
"4779","NT/73490/29923","PGRS"
"4780","NT/75758/24980","PGRS"
"4781","NT/75548/25402","PGRS"
"4782","NT/76057/28913","WOSR"
"4783","NT/77357/26497","SB"
"4784","NT/74653/25737","SB"
"4785","NT/79521/27147","PGRS"
"4786","NT/78597/29103","SB"
"4787","NT/72240/26858","WB"
"4788","NT/74512/25664","PGRS"
"4789","NT/71451/28470","WOSR"
"4790","NT/76446/26572","WOSR"
"4791","NT/78947/26987","PGRS"
"4792","NT/78789/26804","PGRS"
"4793","NT/71245/28964","PGRS"
"4794","NT/78141/26390","PGRS"
"4795","NT/73010/26728","PGRS"
"4796","NT/74966/26410","PGRS"
"4797","NT/74147/28098","WB"
"4798","NT/71233/26121","PGRS"
"4799","NT/78047/26372","PGRS"
"4800","NT/74656/26564","WW"
"4801","NT/78475/26715","PGRS"
"4802","NT/79307/26345","PGRS"
"4803","NT/78286/26106","PGRS"
"4804","NT/76430/26397","PGRS"
"4805","NT/77765/25979","PGRS"
"4806","NT/73447/29656","PGRS"
"4807","NT/72598/28449","WO"
"4808","NT/75191/29307","PGRS"
"4809","NT/75866/28485","SB"
"4810","NT/72971/28410","WW"
"4811","NT/75264/28370","PGRS"
"4812","NT/71443/25921","PGRS"
"4813","NT/76272/26592","SB"
"4814","NT/72341/27309","PGRS"
"4815","NT/76770/29036","PGRS"
"4816","NT/76074/27020","PGRS"
"4817","NT/76499/26874","WW"
"4818","NT/70002/27694","SB"
"4819","NT/79087/27676","PGRS"
"4820","NT/79287/25345","PGRS"
"4821","NT/72285/27760","SB"
"4822","NT/71699/28845","PGRS"
"4823","NT/75656/25681","WBS"
"4824","NT/78175/28896","WW"
"4825","NT/73013/20765","PGRS"
"4826","NT/75506/21718","PGRS"
"4827","NT/76099/21202","PGRS"
"4828","NT/77091/21417","PGRS"
"4829","NT/77668/20942","PGRS"
"4830","NT/75052/25671","PGRS"
"4831","NT/73257/22902","PGRS"
"4832","NT/73906/23031","PGRS"
"4833","NT/77043/28077","PGRS"
"4834","NT/75249/21341","PGRS"
"4835","NT/76090/25460","PGRS"
"4836","NT/78744/29540","PGRS"
"4837","NT/72187/20325","PGRS"
"4838","NT/73733/20190","PGRS"
"4839","NT/77103/29434","PGRS"
"4840","NT/75595/23050","PGRS"
"4841","NT/75366/25016","SB"
"4842","NT/75683/24325","PGRS"
"4843","NT/71004/29649","SB"
"4844","NT/75485/22570","PGRS"
"4845","NT/73158/22096","PGRS"
"4846","NT/70305/20132","PGRS"
"4847","NT/73090/21137","SB"
"4848","NT/77370/20591","PGRS"
"4849","NT/75381/22115","PGRS"
"4850","NT/72007/28085","WW"
"4851","NT/75213/22778","PGRS"
"4852","NT/74569/20832","PGRS"
"4853","NT/76302/20214","PGRS"
"4854","NT/73175/22481","WB"
"4855","NT/71848/20480","PGRS"
"4856","NT/75995/26664","PGRS"
"4857","NT/77823/25033","SB"
"4858","NT/73389/22177","PGRS"
"4859","NT/73812/22625","WB"
"4860","NT/75842/22886","PGRS"
"4861","NT/73331/23457","PGRS"
"4862","NT/75538/24453","PGRS"
"4863","NT/75780/20565","PGRS"
"4864","NT/70140/21521","WB"
"4865","NT/72972/21653","PGRS"
"4866","NT/79359/25457","PGRS"
"4867","NT/75626/21085","PGRS"
"4868","NT/74040/20380","PGRS"
"4869","NT/76088/26458","PGRS"
"4870","NT/73962/21297","PGRS"
"4871","NT/75602/24017","PGRS"
"4872","NT/74806/24912","WW"
"4873","NT/74216/21912","PGRS"
"4874","NT/73856/23431","PGRS"
"4875","NT/74600/22071","PGRS"
"4876","NT/76535/21217","PGRS"
"4877","NT/78293/28648","WW"
"4878","NT/73265/21749","PGRS"
"4879","NT/79088/20936","PGRS"
"4880","NT/73439/20235","PGRS"
"4881","NT/77096/20889","PGRS"
"4882","NT/71157/21647","SB"
"4883","NT/70689/21698","PGRS"
"4884","NT/73538/21740","PGRS"
"4885","NT/75412/23483","PGRS"
"4886","NT/75362/29167","SB"
"4887","NT/76213/24154","WO"
"4888","NT/79978/26307","PGRS"
"4889","NT/76603/29304","PGRS"
"4890","NT/76111/23331","SB"
"4891","NT/70884/29059","PGRS"
"4892","NT/74137/23945","WW"
"4893","NT/73318/21028","PGRS"
"4894","NT/75503/24116","PGRS"
"4895","NT/72431/20313","PGRS"
"4896","NT/78776/20369","PGRS"
"4897","NT/77989/21048","PGRS"
"4898","NT/77873/20714","PGRS"
"4899","NT/75376/25817","SB"
"4900","NT/78505/23610","PGRS"
"4901","NT/78269/24474","PGRS"
"4902","NT/70098/22406","PGRS"
"4903","NT/78861/24872","PGRS"
"4904","NT/77721/29993","PGRS"
"4905","NT/71569/21248","WB"
"4906","NT/71102/27819","WB"
"4907","NT/71861/21122","PGRS"
"4908","NT/71651/28707","SB"
"4909","NT/78335/22363","PGRS"
"4910","NT/71810/23265","WO"
"4911","NT/72508/22232","PGRS"
"4912","NT/78426/21068","PGRS"
"4913","NT/78211/25125","PGRS"
"4914","NT/78495/21481","PGRS"
"4915","NT/75821/26563","SB"
"4916","NT/74415/27271","SO"
"4917","NT/73684/23502","PGRS"
"4918","NT/71541/20109","PGRS"
"4919","NT/71496/20173","PGRS"
"4920","NT/70819/21284","SB"
"4921","NT/75653/25622","PGRS"
"4922","NT/78061/25870","PGRS"
"4923","NT/70258/27990","PGRS"
"4924","NT/78832/22521","PGRS"
"4925","NT/73032/28674","PGRS"
"4926","NT/71304/28800","PGRS"
"4927","NT/73992/27097","SO"
"4928","NT/77414/26658","PGRS"
"4929","NT/79568/27770","WW"
"4930","NT/75234/27632","SPOT"
"4931","NT/74007/30001","WW"
"4932","NT/78891/21688","PGRS"
"4933","NT/78080/24451","PGRS"
"4934","NT/78458/22189","PGRS"
"4935","NT/77970/23812","PGRS"
"4936","NT/71614/22819","PGRS"
"4937","NT/78085/21348","PGRS"
"4938","NT/72262/21694","PGRS"
"4939","NT/71544/24950","SB"
"4940","NT/70389/24297","WB"
"4941","NT/74938/29255","PGRS"
"4942","NT/78195/29369","PGRS"
"4943","NT/76373/28170","WOSR"
"4944","NT/70520/24861","SB"
"4945","NT/70015/25648","SB"
"4946","NT/70065/23670","WOSR"
"4947","NT/70027/24240","PGRS"
"4948","NT/77256/27495","PGRS"
"4949","NT/77557/24088","PGRS"
"4950","NT/78100/22979","PGRS"
"4951","NT/71086/26169","WW"
"4952","NT/78950/29008","PGRS"
"4953","NT/72945/26336","PGRS"
"4954","NT/78118/20206","PGRS"
"4955","NT/78538/20496","PGRS"
"4956","NT/76511/26207","PGRS"
"4957","NT/75673/29755","WW"
"4958","NT/72648/28088","WBS"
"4959","NT/78023/27983","PGRS"
"4960","NT/72933/27021","WO"
"4961","NT/70488/21746","PGRS"
"4962","NT/72211/24338","WOSR"
"4963","NT/76302/26460","PGRS"
"4964","NT/73051/26227","PGRS"
"4965","NT/76400/27129","WW"
"4966","NT/73252/23517","PGRS"
"4967","NT/73697/25754","PGRS"
"4968","NT/72724/25564","WOSR"
"4969","NT/70684/29791","PGRS"
"4970","NT/76090/26634","PGRS"
"4971","NT/76962/25136","PGRS"
"4972","NT/76917/25505","WW"
"4973","NT/77084/26540","PGRS"
"4974","NT/77204/26284","PGRS"
"4975","NT/76328/25451","PGRS"
"4976","NT/70138/27943","PGRS"
"4977","NT/74372/29686","WOSR"
"4978","NT/79878/25891","PGRS"
"4979","NT/70259/21679","PGRS"
"4980","NT/71872/24510","WOSR"
"4981","NT/78891/28358","PGRS"
"4982","NT/78367/25987","PGRS"
"4983","NT/74703/28189","WW"
"4984","NT/72539/26872","PGRS"
"4985","NT/75780/25101","PGRS"
"4986","NT/77332/26113","PGRS"
"4987","NT/78260/25771","PGRS"
"4988","NT/78389/27912","PGRS"
"4989","NT/78787/27964","PGRS"
"4990","NT/74913/27770","PGRS"
"4991","NT/72964/28162","WW"
"4992","NT/72973/25368","WW"
"4993","NT/78702/26156","PGRS"
"4994","NT/77899/20299","PGRS"
"4995","NT/79795/27003","SB"
"4996","NT/72481/27462","SB"
"4997","NT/76026/26074","WBS"
"4998","NT/78865/26234","PGRS"
"4999","NT/78976/26115","PGRS"
"5000","NT/78747/26565","PGRS"
"5001","NT/79931/26860","PGRS"
"5002","NT/70466/27730","PGRS"
"5003","NT/78434/26400","PGRS"
"5004","NT/79131/28666","SB"
"5005","NT/79873/28210","WBS"
"5006","NT/74602/26931","WBS"
"5007","NT/79265/28974","WW"
"5008","NT/76668/27276","PGRS"
"5009","NT/79037/26551","PGRS"
"5010","NT/78383/20394","PGRS"
"5011","NT/79601/20951","PGRS"
"5012","NT/78543/24078","PGRS"
"5013","NT/76196/27000","PGRS"
"5014","NT/71541/27203","PGRS"
"5015","NT/71810/27429","WW"
"5016","NT/76441/25310","PGRS"
"5017","NT/70961/27409","WBS"
"5018","NT/75765/27262","WOSR"
"5019","NT/70753/27938","WW"
"5020","NT/78959/29346","WW"
"5021","NT/77491/26427","PGRS"
"5022","NT/78057/27440","PGRS"
"5023","NT/76430/28223","PGRS"
"5024","NT/79723/28225","PGRS"
"5025","NT/78294/22483","PGRS"
"5026","NT/77530/22170","PGRS"
"5027","NT/71326/28890","PGRS"
"5028","NT/72381/26061","WW"
"5029","NT/71765/24239","WOSR"
"5030","NT/77975/22703","PGRS"
"5031","NT/77379/24334","PGRS"
"5032","NT/72142/26075","WW"
"5033","NT/70962/25262","PGRS"
"5034","NT/77184/27243","PGRS"
"5035","NT/71197/24868","SB"
"5036","NT/71582/26274","PGRS"
"5037","NT/75915/25918","WB"
"5038","NT/76411/23412","PGRS"
"5039","NT/71594/23821","WO"
"5040","NT/78050/21665","PGRS"
"5041","NT/77056/27411","PGRS"
"5042","NT/77891/21714","PGRS"
"5043","NT/70712/25286","WBS"
"5044","NT/77375/24713","PGRS"
"5045","NT/70499/25567","WW"
"5046","NT/70851/23925","WW"
"5047","NT/78039/21389","PGRS"
"5048","NT/72007/26038","WBS"
"5049","NT/77646/26593","PGRS"
"5050","NT/76806/23041","PGRS"
"5051","NT/76533/23917","WB"
"5052","NT/76606/23270","PGRS"
"5053","NT/78209/23233","PGRS"
"5054","NT/76453/22872","PGRS"
"5055","NT/78192/22301","PGRS"
"5056","NT/77706/22780","PGRS"
"5057","NT/77868/22257","PGRS"
"5058","NT/78105/22236","PGRS"
"5059","NT/77939/22242","PGRS"
"5060","NT/76821/24004","PGRS"
"5061","NT/73579/23954","PGRS"
"5062","NT/79393/26294","PGRS"
"5063","NT/78632/22468","PGRS"
"5064","NT/72418/25680","PGRS"
"5065","NT/74101/25750","PGRS"
"5066","NT/75675/21441","PGRS"
"5067","NT/76161/22461","PGRS"
"5068","NT/75550/23818","PGRS"
"5069","NT/75839/24190","WOSR"
"5070","NT/78098/21248","PGRS"
"5071","NT/71662/20396","PGRS"
"5072","NT/77922/24471","WW"
"5073","NT/74091/23440","WW"
"5074","NT/78416/24945","PGRS"
"5075","NT/72997/25828","PGRS"
"5076","NT/75874/25465","PGRS"
"5077","NT/73241/20754","PGRS"
"5078","NT/74020/20925","SB"
"5079","NT/72866/20709","PGRS"
"5080","NT/70412/20308","SB"
"5081","NT/70805/20326","PGRS"
"5082","NT/78796/24298","PGRS"
"5083","NT/72780/24427","WOSR"
"5084","NT/73017/25925","PGRS"
"5085","NT/72271/23578","PGRS"
"5086","NT/75150/29592","SB"
"5087","NT/76322/20149","PGRS"
"5088","NT/75598/29321","PGRS"
"5089","NT/70303/21110","PGRS"
"5090","NT/75224/29865","WW"
"5091","NT/70795/27430","PGRS"
"5092","NT/78593/25017","PGRS"
"5093","NT/72521/21133","SB"
"5094","NT/75824/24728","SB"
"5095","NT/73557/20658","PGRS"
"5096","NT/73652/24556","WW"
"5097","NT/72557/24128","WW"
"5098","NT/72718/26008","PGRS"
"5099","NT/79038/25467","PGRS"
"5100","NT/74305/22448","WW"
"5101","NT/77394/20184","PGRS"
"5102","NT/78528/25193","PGRS"
"5103","NT/75282/26268","SB"
"5104","NT/72163/26603","SB"
"5105","NT/71004/29951","SB"
"5106","NT/74614/22855","PGRS"
"5107","NT/79621/25708","PGRS"
"5108","NT/71012/20432","PGRS"
"5109","NT/71488/20617","PGRS"
"5110","NT/76205/25919","SB"
"5111","NT/73093/21932","PGRS"
"5112","NT/79619/26636","PGRS"
"5113","NT/74787/26344","PGRS"
"5114","NT/75616/23519","PGRS"
"5115","NT/78220/21578","PGRS"
"5116","NT/70702/22388","PGRS"
"5117","NT/76111/26296","PGRS"
"5118","NT/71597/25560","PGRS"
"5119","NT/74821/22645","PGRS"
"5120","NT/75915/23260","PGRS"
"5121","NT/78393/24983","PGRS"
"5122","NT/79962/29156","PGRS"
"5123","NT/72046/25123","WW"
"5124","NT/77053/20182","PGRS"
"5125","NT/72837/20552","PGRS"
"5126","NT/76064/20283","PGRS"
"5127","NT/79079/25194","PGRS"
"5128","NT/79914/25554","SB"
"5129","NT/75155/20549","PGRS"
"5130","NT/70599/26007","WPOT"
"5131","NT/78114/20711","PGRS"
"5132","NT/72371/24620","SB"
"5133","NT/71969/23687","WOSR"
"5134","NT/76222/20403","PGRS"
"5135","NT/77269/25860","PGRS"
"5136","NT/76207/23613","SB"
"5137","NT/78630/25803","PGRS"
"5138","NT/73441/21315","PGRS"
"5139","NT/73859/21372","PGRS"
"5140","NT/70275/28241","PGRS"
"5141","NT/79937/25341","SB"
"5142","NT/77753/25777","WB"
"5143","NT/72907/20098","PGRS"
"5144","NT/73109/20132","PGRS"
"5145","NT/74470/29140","WOSR"
"5146","NT/78316/25033","PGRS"
"5147","NT/78809/25203","WBS"
"5148","NT/70700/20115","PGRS"
"5149","NT/75797/23482","SB"
"5150","NT/76796/22741","PGRS"
"5151","NT/75737/21992","PGRS"
"5152","NT/76055/24679","PGRS"
"5153","NT/78205/25861","PGRS"
"5154","NT/75310/28712","PGRS"
"5155","NT/73499/21475","PGRS"
"5156","NT/73938/21353","PGRS"
