"path_to_image","image_day","image_month","image_year","geom_wkt"
"/data/Sentinel1/RFI_masked_images/S1A_20180531_30_asc_175838_175903_DV_Gamma-0_GB_OSGB_RCTK_SpkRL_rfi_removed.tif","31","05","2018","POLYGON((154823.40438795 473580.451276231,154823.40438795 693470.451276231,452933.40438795 693470.451276231,452933.40438795 473580.451276231,154823.40438795 473580.451276231))"
"/data/Sentinel1/jncc_supplied_images/images_from_jncc_250719/S1A_20180531_30_asc_175903_175928_DV_Gamma-0_GB_OSGB_RCTK_SpkRL.tif","31","05","2018","POLYGON((127524.480822134 639728.870545863,127524.480822134 861638.870545863,426344.480822134 861638.870545863,426344.480822134 639728.870545863,127524.480822134 639728.870545863))"
"/data/Sentinel1/jncc_supplied_images/images_from_jncc_250719/S1A_20180531_30_asc_175928_175953_DV_Gamma-0_GB_OSGB_RCTK_SpkRL.tif","31","05","2018","POLYGON((100198.885291666 805752.487893678,100198.885291666 1029982.48789368,400758.885291666 1029982.48789368,400758.885291666 805752.487893678,100198.885291666 805752.487893678))"
"/data/Sentinel1/RFI_masked_images/S1A_20180612_30_asc_175839_175904_DV_Gamma-0_GB_OSGB_RCTK_SpkRL_rfi_removed.tif","12","06","2018","POLYGON((154802.220031712 473570.509742254,154802.220031712 693460.509742254,452912.220031712 693460.509742254,452912.220031712 473570.509742254,154802.220031712 473570.509742254))"
"/data/Sentinel1/jncc_supplied_images/images_from_jncc_250719/S1A_20180612_30_asc_175904_175929_DV_Gamma-0_GB_OSGB_RCTK_SpkRL.tif","12","06","2018","POLYGON((127506.993464283 639718.883009591,127506.993464283 861628.883009591,426316.993464283 861628.883009591,426316.993464283 639718.883009591,127506.993464283 639718.883009591))"
"/data/Sentinel1/jncc_supplied_images/images_from_jncc_250719/S1A_20180612_30_asc_175929_175954_DV_Gamma-0_GB_OSGB_RCTK_SpkRL.tif","12","06","2018","POLYGON((100185.511878844 805753.232820759,100185.511878844 1029973.23282076,400745.511878844 1029973.23282076,400745.511878844 805753.232820759,100185.511878844 805753.232820759))"
"/data/Sentinel1/RFI_masked_images/S1A_20180624_30_asc_175840_175905_DV_Gamma-0_GB_OSGB_RCTK_SpkRL_rfi_removed.tif","24","06","2018","POLYGON((154812.989096842 473586.533745229,154812.989096842 693476.533745229,452922.989096842 693476.533745229,452922.989096842 473586.533745229,154812.989096842 473586.533745229))"
"/data/Sentinel1/RFI_masked_images/processed_030719/S1A_20180624_30_asc_175905_175930_DV_Gamma-0_GB_OSGB_RCTK_SpkRL_rfi_removed.tif","24","06","2018","POLYGON((127516.506224074 639734.902427932,127516.506224074 861644.902427932,426336.506224074 861644.902427932,426336.506224074 639734.902427932,127516.506224074 639734.902427932))"
"/data/Sentinel1/RFI_masked_images/processed_030719/S1A_20180624_30_asc_175930_175955_DV_Gamma-0_GB_OSGB_RCTK_SpkRL_rfi_removed.tif","24","06","2018","POLYGON((100193.374190104 805758.856585985,100193.374190104 1029988.85658598,400753.374190104 1029988.85658598,400753.374190104 805758.856585985,100193.374190104 805758.856585985))"
"/data/Sentinel1/RFI_masked_images/S1A_20180706_30_asc_175840_175905_DV_Gamma-0_GB_OSGB_RCTK_SpkRL_rfi_removed.tif","06","07","2018","POLYGON((154770.937809834 473578.112977774,154770.937809834 693468.112977774,452880.937809834 693468.112977774,452880.937809834 473578.112977774,154770.937809834 473578.112977774))"
"/data/Sentinel1/jncc_supplied_images/images_from_jncc_250719/S1A_20180706_30_asc_175905_175930_DV_Gamma-0_GB_OSGB_RCTK_SpkRL.tif","06","07","2018","POLYGON((127470.479470456 639717.910827785,127470.479470456 861637.910827785,426300.479470456 861637.910827785,426300.479470456 639717.910827785,127470.479470456 639717.910827785))"
"/data/Sentinel1/RFI_masked_images/processed_030719/S1A_20180706_30_asc_175930_175955_DV_Gamma-0_GB_OSGB_RCTK_SpkRL_rfi_removed.tif","06","07","2018","POLYGON((100142.133679208 805750.740875111,100142.133679208 1029990.74087511,400702.133679208 1029990.74087511,400702.133679208 805750.740875111,100142.133679208 805750.740875111))"
"/data/Sentinel1/RFI_masked_images/S1A_20180718_30_asc_175841_175906_DV_Gamma-0_GB_OSGB_RCTK_SpkRL_rfi_removed.tif","18","07","2018","POLYGON((154717.320888635 473583.91684347,154717.320888635 693473.91684347,452817.320888635 693473.91684347,452817.320888635 473583.91684347,154717.320888635 473583.91684347))"
"/data/Sentinel1/jncc_supplied_images/images_from_jncc_250719/S1A_20180718_30_asc_175906_175931_DV_Gamma-0_GB_OSGB_RCTK_SpkRL.tif","18","07","2018","POLYGON((127415.74259248 639724.454390101,127415.74259248 861654.454390101,426235.74259248 861654.454390101,426235.74259248 639724.454390101,127415.74259248 639724.454390101))"
"/data/Sentinel1/jncc_supplied_images/images_from_jncc_250719/S1A_20180718_30_asc_175931_175956_DV_Gamma-0_GB_OSGB_RCTK_SpkRL.tif","18","07","2018","POLYGON((100092.272738176 805757.738281354,100092.272738176 1029997.73828135,400642.272738176 1029997.73828135,400642.272738176 805757.738281354,100092.272738176 805757.738281354))"
"/data/Sentinel1/RFI_masked_images/S1A_20180730_30_asc_175842_175907_DV_Gamma-0_GB_OSGB_RCTK_SpkRL_rfi_removed.tif","30","07","2018","POLYGON((154810.456086443 473588.173419133,154810.456086443 693468.173419133,452920.456086443 693468.173419133,452920.456086443 473588.173419133,154810.456086443 473588.173419133))"
"/data/Sentinel1/jncc_supplied_images/images_from_jncc_250719/S1A_20180730_30_asc_175907_175932_DV_Gamma-0_GB_OSGB_RCTK_SpkRL.tif","30","07","2018","POLYGON((127512.705306951 639717.876589386,127512.705306951 861637.876589386,426342.705306951 861637.876589386,426342.705306951 639717.876589386,127512.705306951 639717.876589386))"
"/data/Sentinel1/jncc_supplied_images/images_from_jncc_250719/S1A_20180730_30_asc_175932_175957_DV_Gamma-0_GB_OSGB_RCTK_SpkRL.tif","30","07","2018","POLYGON((100184.774936751 805750.697306235,100184.774936751 1029990.69730623,400744.774936751 1029990.69730623,400744.774936751 805750.697306235,100184.774936751 805750.697306235))"
"/data/Sentinel1/jncc_supplied_images/images_from_jncc_250719/S1A_20180811_30_asc_175843_175908_DV_Gamma-0_GB_OSGB_RCTK_SpkRL.tif","11","08","2018","POLYGON((154870.769056963 473589.69257952,154870.769056963 693469.69257952,452960.769056964 693469.69257952,452960.769056964 473589.69257952,154870.769056963 473589.69257952))"
"/data/Sentinel1/jncc_supplied_images/images_from_jncc_250719/S1A_20180811_30_asc_175908_175933_DV_Gamma-0_GB_OSGB_RCTK_SpkRL.tif","11","08","2018","POLYGON((127572.837728715 639729.505299496,127572.837728715 861649.505299496,426382.837728715 861649.505299496,426382.837728715 639729.505299496,127572.837728715 639729.505299496))"
"/data/Sentinel1/RFI_masked_images/processed_030719/S1A_20180811_30_asc_175933_175958_DV_Gamma-0_GB_OSGB_RCTK_SpkRL_rfi_removed.tif","11","08","2018","POLYGON((100249.745466028 805773.385148454,100249.745466028 1029993.38514845,400809.745466028 1029993.38514845,400809.745466028 805773.385148454,100249.745466028 805773.385148454))"
"/data/Sentinel1/RFI_masked_images/S1A_20180823_30_asc_175843_175908_DV_Gamma-0_GB_OSGB_RCTK_SpkRL_rfi_removed.tif","23","08","2018","POLYGON((154772.929758628 473578.628449383,154772.929758628 693478.628449383,452882.929758628 693478.628449383,452882.929758628 473578.628449383,154772.929758628 473578.628449383))"
"/data/Sentinel1/RFI_masked_images/processed_030719/S1A_20180823_30_asc_175908_175933_DV_Gamma-0_GB_OSGB_RCTK_SpkRL_rfi_removed.tif","23","08","2018","POLYGON((127476.482697119 639728.618529247,127476.482697119 861648.618529247,426306.482697119 861648.618529247,426306.482697119 639728.618529247,127476.482697119 639728.618529247))"
"/data/Sentinel1/jncc_supplied_images/images_from_jncc_250719/S1A_20180823_30_asc_175933_175958_DV_Gamma-0_GB_OSGB_RCTK_SpkRL.tif","23","08","2018","POLYGON((100148.592512362 805763.494001921,100148.592512362 1030003.49400192,400718.592512362 1030003.49400192,400718.592512362 805763.494001921,100148.592512362 805763.494001921))"
"/data/Sentinel1/RFI_masked_images/S1A_20180904_30_asc_175844_175909_DV_Gamma-0_GB_OSGB_RCTK_SpkRL_rfi_removed.tif","04","09","2018","POLYGON((154655.444454128 473588.027697991,154655.444454128 693478.027697991,452785.444454128 693478.027697991,452785.444454128 473588.027697991,154655.444454128 473588.027697991))"
"/data/Sentinel1/jncc_supplied_images/images_from_jncc_250719/S1A_20180904_30_asc_175909_175934_DV_Gamma-0_GB_OSGB_RCTK_SpkRL.tif","04","09","2018","POLYGON((127364.380728067 639719.111607241,127364.380728067 861649.111607241,426184.380728067 861649.111607241,426184.380728067 639719.111607241,127364.380728067 639719.111607241))"
"/data/Sentinel1/jncc_supplied_images/images_from_jncc_250719/S1A_20180904_30_asc_175934_175959_DV_Gamma-0_GB_OSGB_RCTK_SpkRL.tif","04","09","2018","POLYGON((100040.473147508 805753.090186134,100040.473147508 1030003.09018613,400600.473147508 1030003.09018613,400600.473147508 805753.090186134,100040.473147508 805753.090186134))"
"/data/Sentinel1/RFI_masked_images/S1A_20180916_30_asc_175844_175909_DV_Gamma-0_GB_OSGB_RCTK_SpkRL_rfi_removed.tif","16","09","2018","POLYGON((154699.512867713 473591.239793765,154699.512867713 693481.239793765,452809.512867713 693481.239793765,452809.512867713 473591.239793765,154699.512867713 473591.239793765))"
"/data/Sentinel1/RFI_masked_images/processed_030719/S1A_20180916_30_asc_175909_175934_DV_Gamma-0_GB_OSGB_RCTK_SpkRL_rfi_removed.tif","16","09","2018","POLYGON((127400.641520676 639731.580820359,127400.641520676 861651.580820359,426220.641520676 861651.580820359,426220.641520676 639731.580820359,127400.641520676 639731.580820359))"
"/data/Sentinel1/jncc_supplied_images/images_from_jncc_250719/S1A_20180916_30_asc_175934_175959_DV_Gamma-0_GB_OSGB_RCTK_SpkRL.tif","16","09","2018","POLYGON((100074.401545899 805756.213452892,100074.401545899 1030006.21345289,400634.401545899 1030006.21345289,400634.401545899 805756.213452892,100074.401545899 805756.213452892))"
"/data/Sentinel1/RFI_masked_images/processed_030719/S1A_20180928_30_asc_175845_175910_DV_Gamma-0_GB_OSGB_RCTK_SpkRL_rfi_removed.tif","28","09","2018","POLYGON((154763.836684717 473581.660840641,154763.836684717 693481.660840641,452873.836684717 693481.660840641,452873.836684717 473581.660840641,154763.836684717 473581.660840641))"
"/data/Sentinel1/jncc_supplied_images/images_from_jncc_250719/S1A_20180928_30_asc_175910_175935_DV_Gamma-0_GB_OSGB_RCTK_SpkRL.tif","28","09","2018","POLYGON((127466.53738598 639731.361554098,127466.53738598 861651.361554098,426296.53738598 861651.361554098,426296.53738598 639731.361554098,127466.53738598 639731.361554098))"
"/data/Sentinel1/jncc_supplied_images/images_from_jncc_250719/S1A_20180928_30_asc_175935_180000_DV_Gamma-0_GB_OSGB_RCTK_SpkRL.tif","28","09","2018","POLYGON((100141.040378891 805764.279882906,100141.040378891 1029994.27988291,400701.040378891 1029994.27988291,400701.040378891 805764.279882906,100141.040378891 805764.279882906))"
"/data/Sentinel1/jncc_supplied_images/images_from_jncc_250719/S1A_20180928_30_asc_180000_180025_DV_Gamma-0_GB_OSGB_RCTK_SpkRL.tif","28","09","2018","POLYGON((74154.4213877711 971447.228357299,74154.4213877711 1198667.2283573,375214.421387771 1198667.2283573,375214.421387771 971447.228357299,74154.4213877711 971447.228357299))"
"/data/Sentinel1/RFI_masked_images/processed_080719/S1A_20181010_30_asc_175845_175910_DV_Gamma-0_GB_OSGB_RCTK_SpkRL_rfi_removed.tif","10","10","2018","POLYGON((154762.501014592 473572.174827696,154762.501014592 693462.174827696,452902.501014592 693462.174827696,452902.501014592 473572.174827696,154762.501014592 473572.174827696))"
"/data/Sentinel1/jncc_supplied_images/images_from_jncc_250719/S1A_20181010_30_asc_175910_175935_DV_Gamma-0_GB_OSGB_RCTK_SpkRL.tif","10","10","2018","POLYGON((127463.213837856 639710.462451726,127463.213837856 861640.462451726,426313.213837856 861640.462451726,426313.213837856 639710.462451726,127463.213837856 639710.462451726))"
"/data/Sentinel1/jncc_supplied_images/images_from_jncc_250719/S1A_20181010_30_asc_175935_180000_DV_Gamma-0_GB_OSGB_RCTK_SpkRL.tif","10","10","2018","POLYGON((100137.375290706 805744.715031849,100137.375290706 1029984.71503185,400727.375290706 1029984.71503185,400727.375290706 805744.715031849,100137.375290706 805744.715031849))"
"/data/Sentinel1/RFI_masked_images/processed_080719/S1A_20181022_30_asc_175845_175910_DV_Gamma-0_GB_OSGB_RCTK_SpkRL_rfi_removed.tif","22","10","2018","POLYGON((154745.633660983 473563.891032131,154745.633660983 693463.891032131,452895.633660983 693463.891032131,452895.633660983 473563.891032131,154745.633660983 473563.891032131))"
"/data/Sentinel1/jncc_supplied_images/images_from_jncc_250719/S1A_20181022_30_asc_175910_175935_DV_Gamma-0_GB_OSGB_RCTK_SpkRL.tif","22","10","2018","POLYGON((127446.799941466 639702.118386122,127446.799941466 861632.118386122,426306.799941466 861632.118386122,426306.799941466 639702.118386122,127446.799941466 639702.118386122))"
"/data/Sentinel1/jncc_supplied_images/images_from_jncc_250719/S1A_20181022_30_asc_175935_180000_DV_Gamma-0_GB_OSGB_RCTK_SpkRL.tif","22","10","2018","POLYGON((100120.138559026 805726.1313881,100120.138559026 1029976.1313881,400720.138559026 1029976.1313881,400720.138559026 805726.1313881,100120.138559026 805726.1313881))"
"/data/Sentinel1/jncc_supplied_images/images_from_jncc_250719/S1B_20180101_30_asc_175749_175814_DV_Gamma-0_GB_OSGB_RCTK_SpkRL.tif","01","01","2018","POLYGON((162063.278714058 434652.698638271,162063.278714058 653952.698638271,459193.278714058 653952.698638271,459193.278714058 434652.698638271,162063.278714058 434652.698638271))"
"/data/Sentinel1/RFI_masked_images/S1B_20180101_30_asc_175814_175839_DV_Gamma-0_GB_OSGB_RCTK_SpkRL_rfi_removed.tif","01","01","2018","POLYGON((134471.943930093 600846.60895582,134471.943930093 822036.60895582,432321.943930093 822036.60895582,432321.943930093 600846.60895582,134471.943930093 600846.60895582))"
"/data/Sentinel1/jncc_supplied_images/images_from_jncc_250719/S1B_20180101_30_asc_175839_175904_DV_Gamma-0_GB_OSGB_RCTK_SpkRL.tif","01","01","2018","POLYGON((107115.604974417 766896.034217522,107115.604974417 990326.034217522,406425.604974417 990326.034217522,406425.604974417 766896.034217522,107115.604974417 766896.034217522))"
"/data/Sentinel1/RFI_masked_images/S1B_20180113_30_asc_175748_175813_DV_Gamma-0_GB_OSGB_RCTK_SpkRL_rfi_removed.tif","13","01","2018","POLYGON((161983.494136818 434643.309455671,161983.494136818 653953.309455671,459113.494136818 653953.309455671,459113.494136818 434643.309455671,161983.494136818 434643.309455671))"
"/data/Sentinel1/RFI_masked_images/S1B_20180113_30_asc_175813_175838_DV_Gamma-0_GB_OSGB_RCTK_SpkRL_rfi_removed.tif","13","01","2018","POLYGON((134392.864569688 600827.868497139,134392.864569688 822037.868497139,432252.864569688 822037.868497139,432252.864569688 600827.868497139,134392.864569688 600827.868497139))"
"/data/Sentinel1/jncc_supplied_images/images_from_jncc_250719/S1B_20180113_30_asc_175838_175903_DV_Gamma-0_GB_OSGB_RCTK_SpkRL.tif","13","01","2018","POLYGON((107037.528218899 766887.353728645,107037.528218899 990317.353728645,406347.528218899 990317.353728645,406347.528218899 766887.353728645,107037.528218899 766887.353728645))"
"/data/Sentinel1/RFI_masked_images/S1B_20180125_30_asc_175748_175813_DV_Gamma-0_GB_OSGB_RCTK_SpkRL_rfi_removed.tif","25","01","2018","POLYGON((161900.524604434 434634.929262843,161900.524604434 653954.929262843,459040.524604434 653954.929262843,459040.524604434 434634.929262843,161900.524604434 434634.929262843))"
"/data/Sentinel1/RFI_masked_images/S1B_20180125_30_asc_175813_175838_DV_Gamma-0_GB_OSGB_RCTK_SpkRL_rfi_removed.tif","25","01","2018","POLYGON((134306.705887369 600819.96692811,134306.705887369 822039.96692811,432166.705887369 822039.96692811,432166.705887369 600819.96692811,134306.705887369 600819.96692811))"
"/data/Sentinel1/jncc_supplied_images/images_from_jncc_250719/S1B_20180125_30_asc_175838_175903_DV_Gamma-0_GB_OSGB_RCTK_SpkRL.tif","25","01","2018","POLYGON((106945.623138327 766879.995612894,106945.623138327 990329.995612894,406275.623138327 990329.995612894,406275.623138327 766879.995612894,106945.623138327 766879.995612894))"
"/data/Sentinel1/RFI_masked_images/S1B_20180206_30_asc_175748_175813_DV_Gamma-0_GB_OSGB_RCTK_SpkRL_rfi_removed.tif","06","02","2018","POLYGON((161903.29292378 434633.94154396,161903.29292378 653953.94154396,459043.29292378 653953.94154396,459043.29292378 434633.94154396,161903.29292378 434633.94154396))"
